seed,stratum,suite,scenario,namespace,updates_a,updates_b,resistance_a,resistance_b,coupling_a,coupling_b,live_a,live_b,crossings_a,crossings_b,source_fires_a,source_fires_b,drive_deliveries,modulatory_deliveries,eligibility,modes,generations,work,accepts,path_edges,firings,deallocations,bytes,fingerprint,permanent,quiescent,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,replay,passed
6131,S03,law,ordinary-drive-after-participation,2028045707771904,0,0,1,1,1,1,true,true,1,0,1,0,7,0,a=Some(4)|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,415,0,0,5,0,8160,10113768905515551774,9733782538933942552,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,law,modulation-without-eligibility,2028045708820480,0,0,1,1,1,1,true,true,0,0,0,0,1,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,83,0,0,1,0,8160,6356247029399409965,6035438572497269464,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,law,timely-modulatory-return,2028045709869056,1,0,4,1,2,1,true,true,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,416,1,0,5,0,8160,17478413175125381008,11953414782219501270,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,law,strong-modulation-does-not-excite,2028045710917632,0,0,1,1,1,1,true,true,0,0,0,0,1,1,a=None|b=None,strong_return=Modulatory:coupling4|candidate=Drive,a1|b1,84,0,0,1,0,8272,489364430436043937,2829152030104213854,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,law,dense-ordinary-nonleakage,2028045711966208,0,0,1,1,1,1,true,true,2,1,2,1,135,0,a=Some(5)|b=Some(5),candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,10544,0,0,72,0,8160,6516662283140766694,6024478674322346520,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,law,fixed-routes-r0-drive-r1-modulatory,2028045713014784,1,0,4,1,2,1,true,true,1,0,1,0,8,1,a=None|b=None,r0=Drive|r1=Modulatory|candidate=Drive,a1|b1,521,1,0,6,0,8384,12410210245762376390,6075088597816851364,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,law,fixed-routes-r0-modulatory-r1-drive,2028045714063360,1,0,4,1,2,1,true,true,1,0,1,0,8,1,a=None|b=None,r0=Modulatory|r1=Drive|candidate=Drive,a1|b1,521,1,0,6,0,8384,9241089448829225074,10844132219775586224,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,law,two-completed-modulatory-returns,2028045715111936,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b2,929,2,0,10,1,8160,5760565047594418417,10090541334990581366,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,law,two-local-eligible-candidates,2028045716160512,1,1,4,4,2,2,true,true,1,1,1,0,7,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,507,2,0,6,0,8272,17919755827179377784,7360685008375879528,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,law,expired-eligibility-modulation,2028045717209088,0,0,0,1,1,1,false,true,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a2|b1,417,0,0,5,1,8160,11897661165026011787,11929183926295105299,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,law,simultaneous-drive-and-modulation,2028045718257664,1,0,4,1,2,1,true,true,2,0,2,0,11,1,a=Some(8)|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,756,1,0,9,0,8160,18396487122141817107,11943901219406656214,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,law,dense-parallel-crossed-routes,2028045719306240,1,0,4,1,2,1,true,true,2,2,2,2,141,1,a=None|b=Some(5),candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,11489,1,0,77,0,8160,1420151675641677552,15292733743635480758,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px0,acquisition,2028045724549120,0,0,11,0,2,1,true,false,4,0,4,0,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,535,4,0,20,1,992,15741777362305510308,8979460009672900939,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px0,probation,2028045725597696,0,0,0,0,2,1,false,false,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,109,1,0,5,2,992,7167709838890678594,5658001458204800660,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px0,stable-return-specificity,2028045726646272,0,0,4,1,2,1,true,true,1,1,1,1,11,1,a=None|b=Some(4),candidate=Drive|return=Modulatory,a1|b1,180,1,0,9,0,992,11825100377133086845,14289791813186596662,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px0,forgetting,2028045727694848,0,0,0,0,2,1,false,false,4,0,4,0,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,553,4,0,20,2,992,6575148796092767676,7965025304495160743,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px0,fresh-reproposal,2028045728743424,0,0,1,0,1,0,true,false,4,0,2,0,7,0,fresh=Some(15),candidate=Drive|return=Modulatory,old2|fresh6,85,0,0,6,1,560,16674790227518215663,6373087136087252029,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px0,reacquisition,2028045729792000,0,0,11,0,2,0,true,false,11,0,5,0,17,4,fresh=None,candidate=Drive|return=Modulatory,old2|fresh6,280,4,0,16,1,560,11207369309263332493,8146696346982290345,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px1,support-a,2028045741326336,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,3664670727403307363,12788748438936732684,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px1,support-b,2028045742374912,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,4360490235319758885,3287232249828968352,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px1,no-support,2028045743423488,0,0,1,1,1,1,true,true,0,0,0,0,0,0,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,0,0,0,0,0,992,261572967241883426,7495600419318108738,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px1,participation-return-blocked,2028045744472064,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,11334402378675929622,811090355417563441,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px1,return-without-participation,2028045745520640,0,0,0,0,1,1,false,false,0,0,0,0,2,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,51,0,0,2,2,992,16251462368494686432,9070772964737592259,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px1,joint-participation,2028045746569216,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,10708151531737712448,2892677098947976670,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px2,forward-traversal-return,2028045758103552,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,7757080568428457917,11066574795890203118,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px2,reverse-traversal-return,2028045759152128,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,13766594236114925447,2267712264733520234,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px2,correlation-without-traversal,2028045760200704,0,0,0,0,1,1,false,false,0,0,0,0,12,12,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,396,0,0,12,2,992,14164140584577666543,17938177155555732736,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px2,forward-return-blocked,2028045761249280,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,321414646660157180,8763676057043001827,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px2,joint-traversal-return,2028045762297856,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,17814689995688828562,1144533364847411676,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px2,forward-with-wrong-way-observation,2028045763346432,1,0,6,0,2,1,true,false,2,0,2,0,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,470,2,0,16,1,992,1655805675322214296,6759199789303828957,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6131,S03,px2,reverse-with-wrong-way-observation,2028045764395008,0,1,0,6,1,2,false,true,0,2,0,2,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,470,2,0,16,1,992,10050640039264096090,11302368473897204633,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,ordinary-drive-after-participation,2028048928997376,0,0,1,1,1,1,true,true,1,0,1,0,7,0,a=Some(4)|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,135,0,0,5,0,1888,6632305121628595483,15397223741934635237,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,modulation-without-eligibility,2028048930045952,0,0,1,1,1,1,true,true,0,0,0,0,1,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,27,0,0,1,0,1888,4889563892112832904,16688805041233620645,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,timely-modulatory-return,2028048931094528,1,0,4,1,2,1,true,true,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,136,1,0,5,0,1888,6357713429328564293,14254827366489556811,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,strong-modulation-does-not-excite,2028048932143104,0,0,1,1,1,1,true,true,0,0,0,0,1,1,a=None|b=None,strong_return=Modulatory:coupling4|candidate=Drive,a1|b1,28,0,0,1,0,2000,11493919725063350106,3238368841384652553,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,dense-ordinary-nonleakage,2028048933191680,0,0,1,1,1,1,true,true,2,1,2,1,23,0,a=Some(5)|b=Some(5),candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,520,0,0,16,0,1888,1395617247079096335,12257282258218198885,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,fixed-routes-r0-drive-r1-modulatory,2028048934240256,1,0,4,1,2,1,true,true,1,0,1,0,8,1,a=None|b=None,r0=Drive|r1=Modulatory|candidate=Drive,a1|b1,185,1,0,6,0,2112,8380870247386682177,1633434731387492917,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,fixed-routes-r0-modulatory-r1-drive,2028048935288832,1,0,4,1,2,1,true,true,1,0,1,0,8,1,a=None|b=None,r0=Modulatory|r1=Drive|candidate=Drive,a1|b1,185,1,0,6,0,2112,10410673397350777945,6032191984400095189,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,two-completed-modulatory-returns,2028048936337408,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b2,313,2,0,10,1,1888,9401468987257293528,1107420188693584123,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,two-local-eligible-candidates,2028048937385984,1,1,4,4,2,2,true,true,1,1,1,0,7,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,171,2,0,6,0,2000,5147621815589190091,793067577639005027,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,expired-eligibility-modulation,2028048938434560,0,0,0,1,1,1,false,true,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a2|b1,137,0,0,5,1,1888,10774993936172181654,8979792362163806310,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,simultaneous-drive-and-modulation,2028048939483136,1,0,4,1,2,1,true,true,2,0,2,0,11,1,a=Some(8)|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,252,1,0,9,0,1888,3842975781681089990,13896780457820635979,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,law,dense-parallel-crossed-routes,2028048940531712,1,0,4,1,2,1,true,true,2,2,2,2,29,1,a=None|b=Some(5),candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,729,1,0,21,0,1888,16876219584613730971,7511501744843409195,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px0,acquisition,2028048945774592,0,0,11,0,2,1,true,false,4,0,4,0,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,535,4,0,20,1,992,5513096653096725923,13838815953308751532,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px0,probation,2028048946823168,0,0,0,0,2,1,false,false,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,109,1,0,5,2,992,5252720100121579294,4460010802875108915,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px0,stable-return-specificity,2028048947871744,0,0,4,1,2,1,true,true,1,1,1,1,11,1,a=None|b=Some(4),candidate=Drive|return=Modulatory,a1|b1,180,1,0,9,0,992,13312297350792870310,7893250182757352081,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px0,forgetting,2028048948920320,0,0,0,0,2,1,false,false,4,0,4,0,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,553,4,0,20,2,992,12327988772998187764,17327783373659200584,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px0,fresh-reproposal,2028048949968896,0,0,1,0,1,0,true,false,4,0,2,0,7,0,fresh=Some(15),candidate=Drive|return=Modulatory,old2|fresh6,85,0,0,6,1,560,15543109298089533022,12117403312047533108,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px0,reacquisition,2028048951017472,0,0,11,0,2,0,true,false,11,0,5,0,17,4,fresh=None,candidate=Drive|return=Modulatory,old2|fresh6,276,4,0,16,1,560,13105924865139812446,2436395620387027800,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px1,support-a,2028048962551808,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,17458585368757810312,15205556996754388731,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px1,support-b,2028048963600384,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,3109996299034763216,10395304247474813719,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px1,no-support,2028048964648960,0,0,1,1,1,1,true,true,0,0,0,0,0,0,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,0,0,0,0,0,992,4101743940170945061,13905295126581310437,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px1,participation-return-blocked,2028048965697536,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,298865046676763189,13719319146567208846,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px1,return-without-participation,2028048966746112,0,0,0,0,1,1,false,false,0,0,0,0,2,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,51,0,0,2,2,992,1798498538392140259,15680603988918388612,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px1,joint-participation,2028048967794688,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,808431166213408137,15533780096076005369,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px2,forward-traversal-return,2028048979329024,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,5285847114670049134,16438189402837763737,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px2,reverse-traversal-return,2028048980377600,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,2145502909915635314,10721909105834881501,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px2,correlation-without-traversal,2028048981426176,0,0,0,0,1,1,false,false,0,0,0,0,12,12,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,376,0,0,12,2,992,12294132801668366518,5138300925616842631,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px2,forward-return-blocked,2028048982474752,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,11262123337824616111,9162446016477028828,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px2,joint-traversal-return,2028048983523328,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,11660679969173944315,9390714496828202923,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px2,forward-with-wrong-way-observation,2028048984571904,1,0,6,0,2,1,true,false,2,0,2,0,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,455,2,0,16,1,992,6664976332942967546,14662161602518548994,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6143,S04,px2,reverse-with-wrong-way-observation,2028048985620480,0,1,0,6,1,2,false,true,0,2,0,2,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,455,2,0,16,1,992,16604328370147948504,10179822992975283918,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,ordinary-drive-after-participation,2028051076481024,0,0,1,1,1,1,true,true,1,0,1,0,7,0,a=Some(4)|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,175,0,0,5,0,2784,17070735031993004151,1351840738166817121,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,modulation-without-eligibility,2028051077529600,0,0,1,1,1,1,true,true,0,0,0,0,1,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,35,0,0,1,0,2784,17877436910030420740,2009024690876786689,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,timely-modulatory-return,2028051078578176,1,0,4,1,2,1,true,true,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,176,1,0,5,0,2784,12656781117829576441,13608205809547044959,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,strong-modulation-does-not-excite,2028051079626752,0,0,1,1,1,1,true,true,0,0,0,0,1,1,a=None|b=None,strong_return=Modulatory:coupling4|candidate=Drive,a1|b1,36,0,0,1,0,2896,3563043749232102553,16956398226204266054,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,dense-ordinary-nonleakage,2028051080675328,0,0,1,1,1,1,true,true,2,1,2,1,39,0,a=Some(5)|b=Some(5),candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,1184,0,0,24,0,2784,12306225477581895923,15683338301847009889,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,fixed-routes-r0-drive-r1-modulatory,2028051081723904,1,0,4,1,2,1,true,true,1,0,1,0,8,1,a=None|b=None,r0=Drive|r1=Modulatory|candidate=Drive,a1|b1,233,1,0,6,0,3008,10592059192075097629,454804052868708823,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,fixed-routes-r0-modulatory-r1-drive,2028051082772480,1,0,4,1,2,1,true,true,1,0,1,0,8,1,a=None|b=None,r0=Modulatory|r1=Drive|candidate=Drive,a1|b1,233,1,0,6,0,3008,4625186855952043321,4266532613925695759,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,two-completed-modulatory-returns,2028051083821056,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b2,401,2,0,10,1,2784,17296693098539220020,11677132688624545879,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,two-local-eligible-candidates,2028051084869632,1,1,4,4,2,2,true,true,1,1,1,0,7,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,219,2,0,6,0,2896,4713230092272460156,1440070158638814608,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,expired-eligibility-modulation,2028051085918208,0,0,0,1,1,1,false,true,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a2|b1,177,0,0,5,1,2784,12104988873713618450,15943717427600452786,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,simultaneous-drive-and-modulation,2028051086966784,1,0,4,1,2,1,true,true,2,0,2,0,11,1,a=Some(8)|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,324,1,0,9,0,2784,280033620205824786,6708064055701351263,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,law,dense-parallel-crossed-routes,2028051088015360,1,0,4,1,2,1,true,true,2,2,2,2,45,1,a=None|b=Some(5),candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,1489,1,0,29,0,2784,5844448399973995333,128388574205648575,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px0,acquisition,2028051093258240,0,0,11,0,2,1,true,false,4,0,4,0,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,535,4,0,20,1,992,2478835974250547150,14114980643708775221,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px0,probation,2028051094306816,0,0,0,0,2,1,false,false,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,109,1,0,5,2,992,12449288091867041386,7297294091956679522,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px0,stable-return-specificity,2028051095355392,0,0,4,1,2,1,true,true,1,1,1,1,11,1,a=None|b=Some(4),candidate=Drive|return=Modulatory,a1|b1,180,1,0,9,0,992,6908633596474784623,1200082239445301192,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px0,forgetting,2028051096403968,0,0,0,0,2,1,false,false,4,0,4,0,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,553,4,0,20,2,992,5409362752875389532,16267814967409446185,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px0,fresh-reproposal,2028051097452544,0,0,1,0,1,0,true,false,4,0,2,0,7,0,fresh=Some(15),candidate=Drive|return=Modulatory,old2|fresh6,85,0,0,6,1,560,8130258944848403656,13579161253560227066,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px0,reacquisition,2028051098501120,0,0,11,0,2,0,true,false,11,0,5,0,17,4,fresh=None,candidate=Drive|return=Modulatory,old2|fresh6,276,4,0,16,1,560,16363161394349168330,7701441487099147198,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px1,support-a,2028051110035456,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,3421041277954137241,456231261016484294,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px1,support-b,2028051111084032,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,4483067513594911943,7221803089533723466,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px1,no-support,2028051112132608,0,0,1,1,1,1,true,true,0,0,0,0,0,0,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,0,0,0,0,0,992,7673212363310386704,11754084447021963968,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px1,participation-return-blocked,2028051113181184,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,8717481035741747568,6189392677791205267,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px1,return-without-participation,2028051114229760,0,0,0,0,1,1,false,false,0,0,0,0,2,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,51,0,0,2,2,992,5574896163193414506,5684467531038107937,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px1,joint-participation,2028051115278336,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,6407331884652494298,11867032080197788036,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px2,forward-traversal-return,2028051126812672,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,11707606121930806159,2652834206725835504,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px2,reverse-traversal-return,2028051127861248,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,172701420900621649,10723535418306851004,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px2,correlation-without-traversal,2028051128909824,0,0,0,0,1,1,false,false,0,0,0,0,12,12,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,376,0,0,12,2,992,10220699592991937197,11178940559060373630,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px2,forward-return-blocked,2028051129958400,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,14977614932021359510,8857322399932332357,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px2,joint-traversal-return,2028051131006976,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,8751346900737826744,6142281012778268154,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px2,forward-with-wrong-way-observation,2028051132055552,1,0,6,0,2,1,true,false,2,0,2,0,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,460,2,0,16,1,992,8065182547188497172,702200805242339115,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6151,S05,px2,reverse-with-wrong-way-observation,2028051133104128,0,1,0,6,1,2,false,true,0,2,0,2,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,460,2,0,16,1,992,17437908131746071210,7196304891108893127,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
6163,S06,law,ordinary-drive-after-participation,2028054297706496,0,0,1,1,1,1,true,true,1,0,1,0,7,0,a=Some(4)|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,255,0,0,5,0,4576,5370136123379829589,3423129079332906875,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
