seed,sequence,exact,initial,expected,predicted,fingerprint_before,fingerprint_after,step,action,source_roles,result
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,2,9112022021534315205,1|2|0|3|4|5,8029364229695782989|4247140273278757573|6380065611499117516|7368897181388535803|13316364392790464130|3144578002616511997
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,3,6310588847493140003,2|0|1|3|4|5,6380065611499117516|8029364229695782989|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,4,11495726515243081142,0|0|2|3|4|5,6380065611499117516|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,5,11310733538770586997,0|1|2|3|5|4,6380065611499117516|6380065611499117516|4247140273278757573|7368897181388535803|3144578002616511997|13316364392790464130
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,6,8090773787923290076,1|0|2|3|4|5,6380065611499117516|6380065611499117516|4247140273278757573|7368897181388535803|3144578002616511997|13316364392790464130
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,7,9112022021534315205,1|2|0|3|4|5,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,8,6310588847493140003,2|0|1|3|4|5,6380065611499117516|6380065611499117516|4247140273278757573|7368897181388535803|3144578002616511997|13316364392790464130
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,9,11495726515243081142,0|0|2|3|4|5,6380065611499117516|6380065611499117516|4247140273278757573|7368897181388535803|3144578002616511997|13316364392790464130
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,10,11310733538770586997,0|1|2|3|5|4,6380065611499117516|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,11,9112022021534315205,1|2|0|3|4|5,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|13316364392790464130|3144578002616511997
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,12,6310588847493140003,2|0|1|3|4|5,6380065611499117516|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,13,8090773787923290076,1|0|2|3|4|5,6380065611499117516|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,14,11495726515243081142,0|0|2|3|4|5,6380065611499117516|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,15,11310733538770586997,0|1|2|3|5|4,6380065611499117516|6380065611499117516|4247140273278757573|7368897181388535803|3144578002616511997|13316364392790464130
4,length-16,true,8029364229695782989|6380065611499117516|4247140273278757573|7368897181388535803|13316364392790464130|3144578002616511997,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130,17633754800280275151,17633754800280275151,16,9112022021534315205,1|2|0|3|4|5,6380065611499117516|4247140273278757573|6380065611499117516|7368897181388535803|3144578002616511997|13316364392790464130
5,single-0,true,13481359223841574929|14653176611757920565|16930721014299677587|8181442138485089746|13983408181645089951|14872784523178573717,13481359223841574929|14653176611757920565|16930721014299677587|8181442138485089746|13983408181645089951|14872784523178573717,13481359223841574929|14653176611757920565|16930721014299677587|8181442138485089746|13983408181645089951|14872784523178573717,16300148978091164623,16300148978091164623,1,6310588847493140003,0|1|2|3|4|5,13481359223841574929|14653176611757920565|16930721014299677587|8181442138485089746|13983408181645089951|14872784523178573717
5,repeat-0,true,17067979790502704631|11370379639426047613|1331848361007913732|13328902900645242696|1721704259130002698|15672622541861592535,17067979790502704631|11370379639426047613|1331848361007913732|13328902900645242696|1721704259130002698|15672622541861592535,17067979790502704631|11370379639426047613|1331848361007913732|13328902900645242696|1721704259130002698|15672622541861592535,16300148978091164623,16300148978091164623,1,6310588847493140003,0|1|2|3|4|5,17067979790502704631|11370379639426047613|1331848361007913732|13328902900645242696|1721704259130002698|15672622541861592535
5,repeat-0,true,17067979790502704631|11370379639426047613|1331848361007913732|13328902900645242696|1721704259130002698|15672622541861592535,17067979790502704631|11370379639426047613|1331848361007913732|13328902900645242696|1721704259130002698|15672622541861592535,17067979790502704631|11370379639426047613|1331848361007913732|13328902900645242696|1721704259130002698|15672622541861592535,16300148978091164623,16300148978091164623,2,6310588847493140003,0|1|2|3|4|5,17067979790502704631|11370379639426047613|1331848361007913732|13328902900645242696|1721704259130002698|15672622541861592535
5,single-1,true,11641660079950734814|10691862487147804792|17763946633884902303|17770909286563592226|9292167501283527069|4070552075304114455,10691862487147804792|11641660079950734814|17763946633884902303|17770909286563592226|9292167501283527069|4070552075304114455,10691862487147804792|11641660079950734814|17763946633884902303|17770909286563592226|9292167501283527069|4070552075304114455,16300148978091164623,16300148978091164623,1,9112022021534315205,1|0|2|3|4|5,10691862487147804792|11641660079950734814|17763946633884902303|17770909286563592226|9292167501283527069|4070552075304114455
5,repeat-1,true,10206150615525350800|3521492365816571155|17491314287529039124|3463728603136215538|7617714650509610242|14808558069360209427,10206150615525350800|3521492365816571155|17491314287529039124|3463728603136215538|7617714650509610242|14808558069360209427,10206150615525350800|3521492365816571155|17491314287529039124|3463728603136215538|7617714650509610242|14808558069360209427,16300148978091164623,16300148978091164623,1,9112022021534315205,1|0|2|3|4|5,3521492365816571155|10206150615525350800|17491314287529039124|3463728603136215538|7617714650509610242|14808558069360209427
5,repeat-1,true,10206150615525350800|3521492365816571155|17491314287529039124|3463728603136215538|7617714650509610242|14808558069360209427,10206150615525350800|3521492365816571155|17491314287529039124|3463728603136215538|7617714650509610242|14808558069360209427,10206150615525350800|3521492365816571155|17491314287529039124|3463728603136215538|7617714650509610242|14808558069360209427,16300148978091164623,16300148978091164623,2,9112022021534315205,1|0|2|3|4|5,10206150615525350800|3521492365816571155|17491314287529039124|3463728603136215538|7617714650509610242|14808558069360209427
5,single-2,true,12676617293839580869|9968555976942487421|18201526697119130874|11897487919509576484|16353615286179823380|137425520076406030,9968555976942487421|18201526697119130874|12676617293839580869|11897487919509576484|16353615286179823380|137425520076406030,9968555976942487421|18201526697119130874|12676617293839580869|11897487919509576484|16353615286179823380|137425520076406030,16300148978091164623,16300148978091164623,1,11310733538770586997,1|2|0|3|4|5,9968555976942487421|18201526697119130874|12676617293839580869|11897487919509576484|16353615286179823380|137425520076406030
5,repeat-2,true,5265713709817673867|9699659356595841556|17874658307750238122|6984847187813858570|18343167126633125808|9187033994095291964,17874658307750238122|5265713709817673867|9699659356595841556|6984847187813858570|18343167126633125808|9187033994095291964,17874658307750238122|5265713709817673867|9699659356595841556|6984847187813858570|18343167126633125808|9187033994095291964,16300148978091164623,16300148978091164623,1,11310733538770586997,1|2|0|3|4|5,9699659356595841556|17874658307750238122|5265713709817673867|6984847187813858570|18343167126633125808|9187033994095291964
5,repeat-2,true,5265713709817673867|9699659356595841556|17874658307750238122|6984847187813858570|18343167126633125808|9187033994095291964,17874658307750238122|5265713709817673867|9699659356595841556|6984847187813858570|18343167126633125808|9187033994095291964,17874658307750238122|5265713709817673867|9699659356595841556|6984847187813858570|18343167126633125808|9187033994095291964,16300148978091164623,16300148978091164623,2,11310733538770586997,1|2|0|3|4|5,17874658307750238122|5265713709817673867|9699659356595841556|6984847187813858570|18343167126633125808|9187033994095291964
5,single-3,true,13402389860441397759|15688621043985456825|494252398501488715|12857676255220510777|4498637075285647250|3129959116107912986,494252398501488715|13402389860441397759|15688621043985456825|12857676255220510777|4498637075285647250|3129959116107912986,494252398501488715|13402389860441397759|15688621043985456825|12857676255220510777|4498637075285647250|3129959116107912986,16300148978091164623,16300148978091164623,1,8090773787923290076,2|0|1|3|4|5,494252398501488715|13402389860441397759|15688621043985456825|12857676255220510777|4498637075285647250|3129959116107912986
5,repeat-3,true,4473563363222108401|13613401406652486785|5256205040945252847|10887693683236523758|1975336878148501349|5380296892686956347,13613401406652486785|5256205040945252847|4473563363222108401|10887693683236523758|1975336878148501349|5380296892686956347,13613401406652486785|5256205040945252847|4473563363222108401|10887693683236523758|1975336878148501349|5380296892686956347,16300148978091164623,16300148978091164623,1,8090773787923290076,2|0|1|3|4|5,5256205040945252847|4473563363222108401|13613401406652486785|10887693683236523758|1975336878148501349|5380296892686956347
5,repeat-3,true,4473563363222108401|13613401406652486785|5256205040945252847|10887693683236523758|1975336878148501349|5380296892686956347,13613401406652486785|5256205040945252847|4473563363222108401|10887693683236523758|1975336878148501349|5380296892686956347,13613401406652486785|5256205040945252847|4473563363222108401|10887693683236523758|1975336878148501349|5380296892686956347,16300148978091164623,16300148978091164623,2,8090773787923290076,2|0|1|3|4|5,13613401406652486785|5256205040945252847|4473563363222108401|10887693683236523758|1975336878148501349|5380296892686956347
5,single-4,true,7366963890053536643|12610850471658068918|988206224617284265|11293737552664028494|12059310267557911881|14851828518367498322,7366963890053536643|7366963890053536643|988206224617284265|11293737552664028494|12059310267557911881|14851828518367498322,7366963890053536643|7366963890053536643|988206224617284265|11293737552664028494|12059310267557911881|14851828518367498322,16300148978091164623,16300148978091164623,1,10070300935264280721,0|0|2|3|4|5,7366963890053536643|7366963890053536643|988206224617284265|11293737552664028494|12059310267557911881|14851828518367498322
5,repeat-4,true,17016691939881172644|4725316382832268858|4043167894360318961|1939538927210965769|9546960338569149131|3706501115263722518,17016691939881172644|17016691939881172644|4043167894360318961|1939538927210965769|9546960338569149131|3706501115263722518,17016691939881172644|17016691939881172644|4043167894360318961|1939538927210965769|9546960338569149131|3706501115263722518,16300148978091164623,16300148978091164623,1,10070300935264280721,0|0|2|3|4|5,17016691939881172644|17016691939881172644|4043167894360318961|1939538927210965769|9546960338569149131|3706501115263722518
5,repeat-4,true,17016691939881172644|4725316382832268858|4043167894360318961|1939538927210965769|9546960338569149131|3706501115263722518,17016691939881172644|17016691939881172644|4043167894360318961|1939538927210965769|9546960338569149131|3706501115263722518,17016691939881172644|17016691939881172644|4043167894360318961|1939538927210965769|9546960338569149131|3706501115263722518,16300148978091164623,16300148978091164623,2,10070300935264280721,0|0|2|3|4|5,17016691939881172644|17016691939881172644|4043167894360318961|1939538927210965769|9546960338569149131|3706501115263722518
5,single-5,true,17326392348818358127|11667347140126997256|9134802989995152064|6918130671695339454|13887523347503267268|17716054347944906933,17326392348818358127|11667347140126997256|9134802989995152064|6918130671695339454|17716054347944906933|13887523347503267268,17326392348818358127|11667347140126997256|9134802989995152064|6918130671695339454|17716054347944906933|13887523347503267268,16300148978091164623,16300148978091164623,1,11495726515243081142,0|1|2|3|5|4,17326392348818358127|11667347140126997256|9134802989995152064|6918130671695339454|17716054347944906933|13887523347503267268
5,repeat-5,true,10376028843612633095|13696413181563893094|13939297350091893813|14533084497619584001|4029304559891669003|14438080947220776251,10376028843612633095|13696413181563893094|13939297350091893813|14533084497619584001|4029304559891669003|14438080947220776251,10376028843612633095|13696413181563893094|13939297350091893813|14533084497619584001|4029304559891669003|14438080947220776251,16300148978091164623,16300148978091164623,1,11495726515243081142,0|1|2|3|5|4,10376028843612633095|13696413181563893094|13939297350091893813|14533084497619584001|14438080947220776251|4029304559891669003
5,repeat-5,true,10376028843612633095|13696413181563893094|13939297350091893813|14533084497619584001|4029304559891669003|14438080947220776251,10376028843612633095|13696413181563893094|13939297350091893813|14533084497619584001|4029304559891669003|14438080947220776251,10376028843612633095|13696413181563893094|13939297350091893813|14533084497619584001|4029304559891669003|14438080947220776251,16300148978091164623,16300148978091164623,2,11495726515243081142,0|1|2|3|5|4,10376028843612633095|13696413181563893094|13939297350091893813|14533084497619584001|4029304559891669003|14438080947220776251
5,pair-0-1,true,7119498716309218197|2340788612972260712|2722375659694401936|9469353739389199190|145267211788524930|756015739143303030,2340788612972260712|7119498716309218197|2722375659694401936|9469353739389199190|145267211788524930|756015739143303030,2340788612972260712|7119498716309218197|2722375659694401936|9469353739389199190|145267211788524930|756015739143303030,16300148978091164623,16300148978091164623,1,6310588847493140003,0|1|2|3|4|5,7119498716309218197|2340788612972260712|2722375659694401936|9469353739389199190|145267211788524930|756015739143303030
5,pair-0-1,true,7119498716309218197|2340788612972260712|2722375659694401936|9469353739389199190|145267211788524930|756015739143303030,2340788612972260712|7119498716309218197|2722375659694401936|9469353739389199190|145267211788524930|756015739143303030,2340788612972260712|7119498716309218197|2722375659694401936|9469353739389199190|145267211788524930|756015739143303030,16300148978091164623,16300148978091164623,2,9112022021534315205,1|0|2|3|4|5,2340788612972260712|7119498716309218197|2722375659694401936|9469353739389199190|145267211788524930|756015739143303030
5,pair-0-2,true,16942178535804388353|11750956091915212785|16734547178026618872|3197885826910243083|3269671207185752884|17330730877744258813,11750956091915212785|16734547178026618872|16942178535804388353|3197885826910243083|3269671207185752884|17330730877744258813,11750956091915212785|16734547178026618872|16942178535804388353|3197885826910243083|3269671207185752884|17330730877744258813,16300148978091164623,16300148978091164623,1,6310588847493140003,0|1|2|3|4|5,16942178535804388353|11750956091915212785|16734547178026618872|3197885826910243083|3269671207185752884|17330730877744258813
5,pair-0-2,true,16942178535804388353|11750956091915212785|16734547178026618872|3197885826910243083|3269671207185752884|17330730877744258813,11750956091915212785|16734547178026618872|16942178535804388353|3197885826910243083|3269671207185752884|17330730877744258813,11750956091915212785|16734547178026618872|16942178535804388353|3197885826910243083|3269671207185752884|17330730877744258813,16300148978091164623,16300148978091164623,2,11310733538770586997,1|2|0|3|4|5,11750956091915212785|16734547178026618872|16942178535804388353|3197885826910243083|3269671207185752884|17330730877744258813
5,pair-0-3,true,7248011944726677118|16163769229495871599|15015734536456104320|15485020667075594608|3466279502108704524|16308163456572588843,15015734536456104320|7248011944726677118|16163769229495871599|15485020667075594608|3466279502108704524|16308163456572588843,15015734536456104320|7248011944726677118|16163769229495871599|15485020667075594608|3466279502108704524|16308163456572588843,16300148978091164623,16300148978091164623,1,6310588847493140003,0|1|2|3|4|5,7248011944726677118|16163769229495871599|15015734536456104320|15485020667075594608|3466279502108704524|16308163456572588843
5,pair-0-3,true,7248011944726677118|16163769229495871599|15015734536456104320|15485020667075594608|3466279502108704524|16308163456572588843,15015734536456104320|7248011944726677118|16163769229495871599|15485020667075594608|3466279502108704524|16308163456572588843,15015734536456104320|7248011944726677118|16163769229495871599|15485020667075594608|3466279502108704524|16308163456572588843,16300148978091164623,16300148978091164623,2,8090773787923290076,2|0|1|3|4|5,15015734536456104320|7248011944726677118|16163769229495871599|15485020667075594608|3466279502108704524|16308163456572588843
5,pair-0-4,true,971402949698467904|8328992948916382384|17881529709816555768|12777248134181359698|12246307993831301222|17867156452557837672,971402949698467904|971402949698467904|17881529709816555768|12777248134181359698|12246307993831301222|17867156452557837672,971402949698467904|971402949698467904|17881529709816555768|12777248134181359698|12246307993831301222|17867156452557837672,16300148978091164623,16300148978091164623,1,6310588847493140003,0|1|2|3|4|5,971402949698467904|8328992948916382384|17881529709816555768|12777248134181359698|12246307993831301222|17867156452557837672
5,pair-0-4,true,971402949698467904|8328992948916382384|17881529709816555768|12777248134181359698|12246307993831301222|17867156452557837672,971402949698467904|971402949698467904|17881529709816555768|12777248134181359698|12246307993831301222|17867156452557837672,971402949698467904|971402949698467904|17881529709816555768|12777248134181359698|12246307993831301222|17867156452557837672,16300148978091164623,16300148978091164623,2,10070300935264280721,0|0|2|3|4|5,971402949698467904|971402949698467904|17881529709816555768|12777248134181359698|12246307993831301222|17867156452557837672
5,pair-0-5,true,5653294921323702371|3473679549847133073|2600605140759730260|15836758011089954127|11247541027910882209|3345457151203229334,5653294921323702371|3473679549847133073|2600605140759730260|15836758011089954127|3345457151203229334|11247541027910882209,5653294921323702371|3473679549847133073|2600605140759730260|15836758011089954127|3345457151203229334|11247541027910882209,16300148978091164623,16300148978091164623,1,6310588847493140003,0|1|2|3|4|5,5653294921323702371|3473679549847133073|2600605140759730260|15836758011089954127|11247541027910882209|3345457151203229334
5,pair-0-5,true,5653294921323702371|3473679549847133073|2600605140759730260|15836758011089954127|11247541027910882209|3345457151203229334,5653294921323702371|3473679549847133073|2600605140759730260|15836758011089954127|3345457151203229334|11247541027910882209,5653294921323702371|3473679549847133073|2600605140759730260|15836758011089954127|3345457151203229334|11247541027910882209,16300148978091164623,16300148978091164623,2,11495726515243081142,0|1|2|3|5|4,5653294921323702371|3473679549847133073|2600605140759730260|15836758011089954127|3345457151203229334|11247541027910882209
5,pair-1-0,true,14696968936057440319|8659240456405163415|16377895455119812986|16085236130103932027|2453215167963333739|12066774183951961743,8659240456405163415|14696968936057440319|16377895455119812986|16085236130103932027|2453215167963333739|12066774183951961743,8659240456405163415|14696968936057440319|16377895455119812986|16085236130103932027|2453215167963333739|12066774183951961743,16300148978091164623,16300148978091164623,1,9112022021534315205,1|0|2|3|4|5,8659240456405163415|14696968936057440319|16377895455119812986|16085236130103932027|2453215167963333739|12066774183951961743
5,pair-1-0,true,14696968936057440319|8659240456405163415|16377895455119812986|16085236130103932027|2453215167963333739|12066774183951961743,8659240456405163415|14696968936057440319|16377895455119812986|16085236130103932027|2453215167963333739|12066774183951961743,8659240456405163415|14696968936057440319|16377895455119812986|16085236130103932027|2453215167963333739|12066774183951961743,16300148978091164623,16300148978091164623,2,6310588847493140003,0|1|2|3|4|5,8659240456405163415|14696968936057440319|16377895455119812986|16085236130103932027|2453215167963333739|12066774183951961743
5,pair-1-2,true,15902199277636983323|6634601093357752589|15896824092667630031|13500528822544672231|8866933139968544376|14358309004885792292,15902199277636983323|15896824092667630031|6634601093357752589|13500528822544672231|8866933139968544376|14358309004885792292,15902199277636983323|15896824092667630031|6634601093357752589|13500528822544672231|8866933139968544376|14358309004885792292,16300148978091164623,16300148978091164623,1,9112022021534315205,1|0|2|3|4|5,6634601093357752589|15902199277636983323|15896824092667630031|13500528822544672231|8866933139968544376|14358309004885792292
5,pair-1-2,true,15902199277636983323|6634601093357752589|15896824092667630031|13500528822544672231|8866933139968544376|14358309004885792292,15902199277636983323|15896824092667630031|6634601093357752589|13500528822544672231|8866933139968544376|14358309004885792292,15902199277636983323|15896824092667630031|6634601093357752589|13500528822544672231|8866933139968544376|14358309004885792292,16300148978091164623,16300148978091164623,2,11310733538770586997,1|2|0|3|4|5,15902199277636983323|15896824092667630031|6634601093357752589|13500528822544672231|8866933139968544376|14358309004885792292
5,pair-1-3,true,10661994905321383317|4336460227135171651|7255119057646750977|10177082378420549523|7357573735902352056|12426579221707186465,7255119057646750977|4336460227135171651|10661994905321383317|10177082378420549523|7357573735902352056|12426579221707186465,7255119057646750977|4336460227135171651|10661994905321383317|10177082378420549523|7357573735902352056|12426579221707186465,16300148978091164623,16300148978091164623,1,9112022021534315205,1|0|2|3|4|5,4336460227135171651|10661994905321383317|7255119057646750977|10177082378420549523|7357573735902352056|12426579221707186465
5,pair-1-3,true,10661994905321383317|4336460227135171651|7255119057646750977|10177082378420549523|7357573735902352056|12426579221707186465,7255119057646750977|4336460227135171651|10661994905321383317|10177082378420549523|7357573735902352056|12426579221707186465,7255119057646750977|4336460227135171651|10661994905321383317|10177082378420549523|7357573735902352056|12426579221707186465,16300148978091164623,16300148978091164623,2,8090773787923290076,2|0|1|3|4|5,7255119057646750977|4336460227135171651|10661994905321383317|10177082378420549523|7357573735902352056|12426579221707186465
5,pair-1-4,true,2581566195966940816|3720177881985541109|12881574914981845980|16734013027492939164|12025817067861357826|12933018274132389383,3720177881985541109|3720177881985541109|12881574914981845980|16734013027492939164|12025817067861357826|12933018274132389383,3720177881985541109|3720177881985541109|12881574914981845980|16734013027492939164|12025817067861357826|12933018274132389383,16300148978091164623,16300148978091164623,1,9112022021534315205,1|0|2|3|4|5,3720177881985541109|2581566195966940816|12881574914981845980|16734013027492939164|12025817067861357826|12933018274132389383
5,pair-1-4,true,2581566195966940816|3720177881985541109|12881574914981845980|16734013027492939164|12025817067861357826|12933018274132389383,3720177881985541109|3720177881985541109|12881574914981845980|16734013027492939164|12025817067861357826|12933018274132389383,3720177881985541109|3720177881985541109|12881574914981845980|16734013027492939164|12025817067861357826|12933018274132389383,16300148978091164623,16300148978091164623,2,10070300935264280721,0|0|2|3|4|5,3720177881985541109|3720177881985541109|12881574914981845980|16734013027492939164|12025817067861357826|12933018274132389383
5,pair-1-5,true,16494364898460138253|14855525118319251871|4154504512611290324|7255395890987302448|5564368201807872798|10835684862181603313,14855525118319251871|16494364898460138253|4154504512611290324|7255395890987302448|10835684862181603313|5564368201807872798,14855525118319251871|16494364898460138253|4154504512611290324|7255395890987302448|10835684862181603313|5564368201807872798,16300148978091164623,16300148978091164623,1,9112022021534315205,1|0|2|3|4|5,14855525118319251871|16494364898460138253|4154504512611290324|7255395890987302448|5564368201807872798|10835684862181603313
5,pair-1-5,true,16494364898460138253|14855525118319251871|4154504512611290324|7255395890987302448|5564368201807872798|10835684862181603313,14855525118319251871|16494364898460138253|4154504512611290324|7255395890987302448|10835684862181603313|5564368201807872798,14855525118319251871|16494364898460138253|4154504512611290324|7255395890987302448|10835684862181603313|5564368201807872798,16300148978091164623,16300148978091164623,2,11495726515243081142,0|1|2|3|5|4,14855525118319251871|16494364898460138253|4154504512611290324|7255395890987302448|10835684862181603313|5564368201807872798
5,pair-2-0,true,5780276703450008542|2092849206590627065|915280486640038299|2379643613504062549|3464927881985894269|13591963733348128576,2092849206590627065|915280486640038299|5780276703450008542|2379643613504062549|3464927881985894269|13591963733348128576,2092849206590627065|915280486640038299|5780276703450008542|2379643613504062549|3464927881985894269|13591963733348128576,16300148978091164623,16300148978091164623,1,11310733538770586997,1|2|0|3|4|5,2092849206590627065|915280486640038299|5780276703450008542|2379643613504062549|3464927881985894269|13591963733348128576
5,pair-2-0,true,5780276703450008542|2092849206590627065|915280486640038299|2379643613504062549|3464927881985894269|13591963733348128576,2092849206590627065|915280486640038299|5780276703450008542|2379643613504062549|3464927881985894269|13591963733348128576,2092849206590627065|915280486640038299|5780276703450008542|2379643613504062549|3464927881985894269|13591963733348128576,16300148978091164623,16300148978091164623,2,6310588847493140003,0|1|2|3|4|5,2092849206590627065|915280486640038299|5780276703450008542|2379643613504062549|3464927881985894269|13591963733348128576
5,pair-2-1,true,4618576875149039177|11343792613846469788|14248499952089786704|16277614258144304239|17163468358141669674|11734800378477767236,14248499952089786704|11343792613846469788|4618576875149039177|16277614258144304239|17163468358141669674|11734800378477767236,14248499952089786704|11343792613846469788|4618576875149039177|16277614258144304239|17163468358141669674|11734800378477767236,16300148978091164623,16300148978091164623,1,11310733538770586997,1|2|0|3|4|5,11343792613846469788|14248499952089786704|4618576875149039177|16277614258144304239|17163468358141669674|11734800378477767236
5,pair-2-1,true,4618576875149039177|11343792613846469788|14248499952089786704|16277614258144304239|17163468358141669674|11734800378477767236,14248499952089786704|11343792613846469788|4618576875149039177|16277614258144304239|17163468358141669674|11734800378477767236,14248499952089786704|11343792613846469788|4618576875149039177|16277614258144304239|17163468358141669674|11734800378477767236,16300148978091164623,16300148978091164623,2,9112022021534315205,1|0|2|3|4|5,14248499952089786704|11343792613846469788|4618576875149039177|16277614258144304239|17163468358141669674|11734800378477767236
5,pair-2-3,true,7249328890438111415|13729654031495393826|6677907812035936107|10010424483448180137|4999140845207215922|16024290791899476137,7249328890438111415|13729654031495393826|6677907812035936107|10010424483448180137|4999140845207215922|16024290791899476137,7249328890438111415|13729654031495393826|6677907812035936107|10010424483448180137|4999140845207215922|16024290791899476137,16300148978091164623,16300148978091164623,1,11310733538770586997,1|2|0|3|4|5,13729654031495393826|6677907812035936107|7249328890438111415|10010424483448180137|4999140845207215922|16024290791899476137
